source_row,vehicle_group,source_full_item_name,source_item_name,system_category,source_item_group,source_unit,normalized_uom,item_code,item_name,catalog_type,stock_item,source_exclusive,source_vat,source_inclusive,vat_arithmetic_delta,price_status,status,review_reason
456,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine VALVE-EXPANSION (Expansion valve),VALVE-EXPANSION (Expansion valve),Air Conditioning System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-VALVE-EXPANSION-EXPANSION-VALVE,Nissan vehicles – KA24 engine - VALVE-EXPANSION (Expansion valve),stock,1,725496.62,130589.39,856086.01,0.00,ready,ready,
457,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Evaporator Assy (Ac evaporator),Evaporator Assy (Ac evaporator),Air Conditioning System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-EVAPORATOR-ASSY-AC-EVAPORATOR,Nissan vehicles – KA24 engine - Evaporator Assy (Ac evaporator),stock,1,5268679.85,948362.37,6217042.22,0.00,ready,ready,
458,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine RELAY-LIGHT (AC relay),RELAY-LIGHT (AC relay),Air Conditioning System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-RELAY-LIGHT-AC-RELAY,Nissan vehicles – KA24 engine - RELAY-LIGHT (AC relay),stock,1,143980.20,25916.44,169896.64,0.00,ready,ready,
459,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine CONT ASSY-AIR C (AC selector knob assy),CONT ASSY-AIR C (AC selector knob assy),Air Conditioning System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-CONT-ASSY-AIR-C-AC-SELECTOR-KNOB-ASSY,Nissan vehicles – KA24 engine - CONT ASSY-AIR C (AC selector knob assy),stock,1,1237614.67,222770.64,1460385.32,-0.01,ready,ready,
460,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Ac gas,Ac gas,Air Conditioning System,Auto Parts,Gram,Gram,ASM-NISSAN-VEHICLES-KA24-ENGINE-AC-GAS,Nissan vehicles – KA24 engine - Ac gas,stock,1,390.00,70.20,460.20,0.00,ready,ready,
461,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine single wiper blade 19 (Wiper balde),single wiper blade 19 (Wiper balde),Wiper System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-SINGLE-WIPER-BLADE-19-WIPER-BALDE,Nissan vehicles – KA24 engine - single wiper blade 19 (Wiper balde),stock,1,233652.75,42057.50,275710.25,0.00,ready,ready,
462,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine MOTOR A-WIPER (Wiper motor),MOTOR A-WIPER (Wiper motor),Wiper System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-MOTOR-A-WIPER-WIPER-MOTOR,Nissan vehicles – KA24 engine - MOTOR A-WIPER (Wiper motor),stock,1,1740744.87,313334.08,2054078.95,0.00,ready,ready,
463,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Wiper Arm,Wiper Arm,Wiper System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-WIPER-ARM,Nissan vehicles – KA24 engine - Wiper Arm,stock,1,259998.15,46799.67,306797.82,0.00,ready,ready,
464,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Wiper hose,Wiper hose,Wiper System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-WIPER-HOSE,Nissan vehicles – KA24 engine - Wiper hose,stock,1,309751.80,55755.32,365507.13,-0.01,ready,ready,
465,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Bulb Head Lamp,Bulb Head Lamp,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-BULB-HEAD-LAMP,Nissan vehicles – KA24 engine - Bulb Head Lamp,stock,1,405139.38,72925.09,478064.47,0.00,ready,ready,
466,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine LAMP ASSY-LH (Headlamp LHS),LAMP ASSY-LH (Headlamp LHS),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-LAMP-ASSY-LH-HEADLAMP-LHS,Nissan vehicles – KA24 engine - LAMP ASSY-LH (Headlamp LHS),stock,1,953078.23,171554.08,1124632.31,0.00,ready,ready,
467,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine LAMP ASSY-HEAD (Headlamp RHS),LAMP ASSY-HEAD (Headlamp RHS),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-LAMP-ASSY-HEAD-HEADLAMP-RHS,Nissan vehicles – KA24 engine - LAMP ASSY-HEAD (Headlamp RHS),stock,1,953078.23,171554.08,1124632.31,0.00,ready,ready,
468,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Plug-glow (Glow plugs),Plug-glow (Glow plugs),Electrical System,Auto Parts,Set,Set,ASM-NISSAN-VEHICLES-KA24-ENGINE-PLUG-GLOW-GLOW-PLUGS,Nissan vehicles – KA24 engine - Plug-glow (Glow plugs),stock,1,1406355.09,253143.92,1659499.01,0.00,ready,ready,
469,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Bulb 12V5W (Parking bulb),Bulb 12V5W (Parking bulb),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-BULB-12V5W-PARKING-BULB,Nissan vehicles – KA24 engine - Bulb 12V5W (Parking bulb),stock,1,23167.09,4170.08,27337.17,0.00,ready,ready,
470,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Double filament round based (Brake bulb),Double filament round based (Brake bulb),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-DOUBLE-FILAMENT-ROUND-BASED-BRAKE-BULB,Nissan vehicles – KA24 engine - Double filament round based (Brake bulb),stock,1,83870.97,15096.77,98967.74,0.00,ready,ready,
471,Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine BULB (Brake bulb, single filament)","BULB (Brake bulb, single filament)",Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-BULB-BRAKE-BULB-SINGLE-FILAMENT,"Nissan vehicles – KA24 engine - BULB (Brake bulb, single filament)",stock,1,6847.89,1232.62,8080.51,0.00,ready,ready,
472,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine BODY-COMB SW (Spiral cable),BODY-COMB SW (Spiral cable),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-BODY-COMB-SW-SPIRAL-CABLE,Nissan vehicles – KA24 engine - BODY-COMB SW (Spiral cable),stock,1,161718.15,29109.27,190827.42,-0.00,ready,ready,
473,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Fuse-mini 10A,Fuse-mini 10A,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-FUSE-MINI-10A,Nissan vehicles – KA24 engine - Fuse-mini 10A,stock,1,1918.05,345.25,2263.30,0.00,ready,ready,
474,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Fuse-mini 15AM,Fuse-mini 15AM,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-FUSE-MINI-15AM,Nissan vehicles – KA24 engine - Fuse-mini 15AM,stock,1,9828.00,1769.04,11597.04,0.00,ready,ready,
475,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Fuse-mini,Fuse-mini,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-FUSE-MINI,Nissan vehicles – KA24 engine - Fuse-mini,stock,1,9828.00,1769.04,11597.04,0.00,ready,ready,
476,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine TGM BULB INDICATOR,TGM BULB INDICATOR,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-TGM-BULB-INDICATOR,Nissan vehicles – KA24 engine - TGM BULB INDICATOR,stock,1,322580.65,58064.52,380645.17,0.00,ready,ready,
477,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine ALTERNATOR ASSY,ALTERNATOR ASSY,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-ALTERNATOR-ASSY,Nissan vehicles – KA24 engine - ALTERNATOR ASSY,stock,1,3915457.10,704782.28,4620239.38,0.00,ready,ready,
478,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine LAMP ASSY-FOG L,LAMP ASSY-FOG L,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-LAMP-ASSY-FOG-L,Nissan vehicles – KA24 engine - LAMP ASSY-FOG L,stock,1,1384036.03,249126.49,1633162.52,0.00,ready,ready,
479,Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine LAMP ASSY-FOG,R","LAMP ASSY-FOG,R",Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-LAMP-ASSY-FOG-R,"Nissan vehicles – KA24 engine - LAMP ASSY-FOG,R",stock,1,1384036.03,249126.49,1633162.52,0.00,ready,ready,
480,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Bulb-fog Lamp,Bulb-fog Lamp,Electrical System,Auto Parts,Set,Set,ASM-NISSAN-VEHICLES-KA24-ENGINE-BULB-FOG-LAMP,Nissan vehicles – KA24 engine - Bulb-fog Lamp,stock,1,265324.29,47758.37,313082.67,-0.01,ready,ready,
481,Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine SW-AUTO-POWER-W (Power window switch, main)","SW-AUTO-POWER-W (Power window switch, main)",Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-SW-AUTO-POWER-W-POWER-WINDOW-SWITCH-MAIN,"Nissan vehicles – KA24 engine - SW-AUTO-POWER-W (Power window switch, main)",stock,1,974905.89,175483.06,1150388.95,0.00,ready,ready,
482,Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine SITCH ASSY (Power window switch, rear)","SITCH ASSY (Power window switch, rear)",Electrical System,Auto Parts,Set,Set,ASM-NISSAN-VEHICLES-KA24-ENGINE-SITCH-ASSY-POWER-WINDOW-SWITCH-REAR,"Nissan vehicles – KA24 engine - SITCH ASSY (Power window switch, rear)",stock,1,673281.40,121190.65,794472.06,-0.01,ready,ready,
483,Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine SW ASSY-P/WINDW (Power window switch, co-driver's door)","SW ASSY-P/WINDW (Power window switch, co-driver's door)",Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-SW-ASSY-P-WINDW-POWER-WINDOW-SWITCH-CO-DRIVER-S-DOOR,"Nissan vehicles – KA24 engine - SW ASSY-P/WINDW (Power window switch, co-driver's door)",stock,1,460711.27,82928.03,543639.30,0.00,ready,ready,
484,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Regulator Assy- (Driver's door regulator),Regulator Assy- (Driver's door regulator),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-REGULATOR-ASSY-DRIVER-S-DOOR-REGULATOR,Nissan vehicles – KA24 engine - Regulator Assy- (Driver's door regulator),stock,1,518046.55,93248.38,611294.93,-0.00,ready,ready,
485,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine REGULATOR-DOOR (Co-driver's door regulator),REGULATOR-DOOR (Co-driver's door regulator),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-REGULATOR-DOOR-CO-DRIVER-S-DOOR-REGULATOR,Nissan vehicles – KA24 engine - REGULATOR-DOOR (Co-driver's door regulator),stock,1,475976.38,85675.75,561652.13,0.00,ready,ready,
486,Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine Door regulator (Window regulator, rear door)","Door regulator (Window regulator, rear door)",Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-DOOR-REGULATOR-WINDOW-REGULATOR-REAR-DOOR,"Nissan vehicles – KA24 engine - Door regulator (Window regulator, rear door)",stock,1,518046.55,93248.38,611294.93,-0.00,ready,ready,
487,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Starter Motor,Starter Motor,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-STARTER-MOTOR,Nissan vehicles – KA24 engine - Starter Motor,stock,1,3991404.43,718452.80,4709857.23,0.00,ready,ready,
488,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Lamp Assy Rr.** (Tail lamp RHS),Lamp Assy Rr.** (Tail lamp RHS),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-LAMP-ASSY-RR-TAIL-LAMP-RHS,Nissan vehicles – KA24 engine - Lamp Assy Rr.** (Tail lamp RHS),stock,1,656145.82,118106.25,774252.06,0.01,ready,ready,
489,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Lamp Assy Rr.** (Tail lamp LHS),Lamp Assy Rr.** (Tail lamp LHS),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-LAMP-ASSY-RR-TAIL-LAMP-LHS,Nissan vehicles – KA24 engine - Lamp Assy Rr.** (Tail lamp LHS),stock,1,694284.80,124971.26,819256.06,0.00,ready,ready,
490,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine 70 Amp Maintenance free battery,70 Amp Maintenance free battery,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-70-AMP-MAINTENANCE-FREE-BATTERY,Nissan vehicles – KA24 engine - 70 Amp Maintenance free battery,stock,1,601454.35,108261.78,709716.14,-0.01,ready,ready,
491,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Radio,Radio,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-RADIO,Nissan vehicles – KA24 engine - Radio,stock,1,1887096.77,339677.42,2226774.19,0.00,ready,ready,
492,Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine Mirror Assy DR (Side mirror, complete)","Mirror Assy DR (Side mirror, complete)",Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-MIRROR-ASSY-DR-SIDE-MIRROR-COMPLETE,"Nissan vehicles – KA24 engine - Mirror Assy DR (Side mirror, complete)",stock,1,1013409.46,182413.70,1195823.16,0.00,ready,ready,
493,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine GLASS-FR WIND (Windscreen),GLASS-FR WIND (Windscreen),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-GLASS-FR-WIND-WINDSCREEN,Nissan vehicles – KA24 engine - GLASS-FR WIND (Windscreen),stock,1,1434339.36,258181.09,1692520.45,0.00,ready,ready,
494,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Rubber Sealant,Rubber Sealant,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-RUBBER-SEALANT,Nissan vehicles – KA24 engine - Rubber Sealant,stock,1,137623.71,24772.27,162395.97,0.01,ready,ready,
495,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine MLDG WS UPPER (Upper windscreen molding,MLDG WS UPPER (Upper windscreen molding,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-MLDG-WS-UPPER-UPPER-WINDSCREEN-MOLDING,Nissan vehicles – KA24 engine - MLDG WS UPPER (Upper windscreen molding,stock,1,151129.27,27203.27,178332.54,-0.00,ready,ready,
496,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine RUBBER-DUMDum rubber,RUBBER-DUMDum rubber,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-RUBBER-DUMDUM-RUBBER,Nissan vehicles – KA24 engine - RUBBER-DUMDum rubber,stock,1,689434.20,124098.16,813532.36,0.00,ready,ready,
497,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine MUD FLAP-FRONT,MUD FLAP-FRONT,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-MUD-FLAP-FRONT,Nissan vehicles – KA24 engine - MUD FLAP-FRONT,stock,1,395957.45,71272.34,467229.79,0.00,ready,ready,
498,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine MUD GUARD-RR RH,MUD GUARD-RR RH,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-MUD-GUARD-RR-RH,Nissan vehicles – KA24 engine - MUD GUARD-RR RH,stock,1,749686.18,134943.51,884629.69,0.00,ready,ready,
499,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine MUD GUARD-RR LH,MUD GUARD-RR LH,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-MUD-GUARD-RR-LH,Nissan vehicles – KA24 engine - MUD GUARD-RR LH,stock,1,749686.18,134943.51,884629.69,0.00,ready,ready,
500,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine GLASS FR DR LH,GLASS FR DR LH,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-GLASS-FR-DR-LH,Nissan vehicles – KA24 engine - GLASS FR DR LH,stock,1,1921152.07,345807.37,2266959.45,-0.01,ready,ready,
501,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine GLASS FR DR RH,GLASS FR DR RH,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-GLASS-FR-DR-RH,Nissan vehicles – KA24 engine - GLASS FR DR RH,stock,1,2241687.54,403503.76,2645191.30,0.00,ready,ready,
502,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine glaSS RR DR LH,glaSS RR DR LH,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-GLASS-RR-DR-LH,Nissan vehicles – KA24 engine - glaSS RR DR LH,stock,1,811459.92,146062.79,957522.71,0.00,ready,ready,
503,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine GLASS RR DR RH,GLASS RR DR RH,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-GLASS-RR-DR-RH,Nissan vehicles – KA24 engine - GLASS RR DR RH,stock,1,749797.14,134963.49,884760.63,0.00,ready,ready,
504,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine GRILLE-RADIATOR,GRILLE-RADIATOR,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-GRILLE-RADIATOR,Nissan vehicles – KA24 engine - GRILLE-RADIATOR,stock,1,1647775.15,296599.53,1944374.68,0.00,ready,ready,
505,Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine Assy- Fr Door outs (Outer door handle, driver's door)","Assy- Fr Door outs (Outer door handle, driver's door)",Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-ASSY-FR-DOOR-OUTS-OUTER-DOOR-HANDLE-DRIVER-S-DOOR,"Nissan vehicles – KA24 engine - Assy- Fr Door outs (Outer door handle, driver's door)",stock,1,152698.58,27485.75,180184.33,0.00,ready,ready,
506,Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine HANDLE ASSY-FR (Outer door handle, co- driver's door)","HANDLE ASSY-FR (Outer door handle, co- driver's door)",Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-HANDLE-ASSY-FR-OUTER-DOOR-HANDLE-CO-DRIVER-S-DOOR,"Nissan vehicles – KA24 engine - HANDLE ASSY-FR (Outer door handle, co- driver's door)",stock,1,152698.58,27485.75,180184.33,0.00,ready,ready,
507,Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine ASY FR DR INS L (Inner door handle, LH)","ASY FR DR INS L (Inner door handle, LH)",Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-ASY-FR-DR-INS-L-INNER-DOOR-HANDLE-LH,"Nissan vehicles – KA24 engine - ASY FR DR INS L (Inner door handle, LH)",stock,1,162304.66,29214.84,191519.50,0.00,ready,ready,
508,Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine ASY FR DR INS R (Inner door hande, RH)","ASY FR DR INS R (Inner door hande, RH)",Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-ASY-FR-DR-INS-R-INNER-DOOR-HANDE-RH,"Nissan vehicles – KA24 engine - ASY FR DR INS R (Inner door hande, RH)",stock,1,162304.66,29214.84,191519.50,0.00,ready,ready,
509,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Antenna,Antenna,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-ANTENNA,Nissan vehicles – KA24 engine - Antenna,stock,1,519140.33,93445.26,612585.58,0.01,ready,ready,
510,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine LOCK ASSY-FR DO (door lock),LOCK ASSY-FR DO (door lock),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-LOCK-ASSY-FR-DO-DOOR-LOCK,Nissan vehicles – KA24 engine - LOCK ASSY-FR DO (door lock),stock,1,660774.48,118939.41,779713.88,0.01,ready,ready,
511,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine VAD D22 FRT MOULDED BMPR (Front bumper),VAD D22 FRT MOULDED BMPR (Front bumper),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-VAD-D22-FRT-MOULDED-BMPR-FRONT-BUMPER,Nissan vehicles – KA24 engine - VAD D22 FRT MOULDED BMPR (Front bumper),stock,1,1352808.36,243505.50,1596313.86,0.00,ready,ready,
512,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Reinf assy frnt (Front reinforcement bumper),Reinf assy frnt (Front reinforcement bumper),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-REINF-ASSY-FRNT-FRONT-REINFORCEMENT-BUMPER,Nissan vehicles – KA24 engine - Reinf assy frnt (Front reinforcement bumper),stock,1,1407623.23,253372.18,1660995.41,0.00,ready,ready,
513,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine BUMPER-REAR (Rear bumper),BUMPER-REAR (Rear bumper),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-BUMPER-REAR-REAR-BUMPER,Nissan vehicles – KA24 engine - BUMPER-REAR (Rear bumper),stock,1,2071805.80,372925.04,2444730.85,-0.01,ready,ready,
514,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine CABLE COMPL HOO (Bonnet cable),CABLE COMPL HOO (Bonnet cable),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-CABLE-COMPL-HOO-BONNET-CABLE,Nissan vehicles – KA24 engine - CABLE COMPL HOO (Bonnet cable),stock,1,217404.87,39132.88,256537.75,0.00,ready,ready,
515,Nissan vehicles – KA24 engine,"Nissan vehicles – KA24 engine Reflector, pair","Reflector, pair",Electrical System,Auto Parts,Set,Set,ASM-NISSAN-VEHICLES-KA24-ENGINE-REFLECTOR-PAIR,"Nissan vehicles – KA24 engine - Reflector, pair",stock,1,75483.87,13587.10,89070.97,0.00,ready,ready,
516,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine MIR ASSY INSIDE (Driving mirror),MIR ASSY INSIDE (Driving mirror),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-MIR-ASSY-INSIDE-DRIVING-MIRROR,Nissan vehicles – KA24 engine - MIR ASSY INSIDE (Driving mirror),stock,1,547863.45,98615.42,646478.87,0.00,ready,ready,
517,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine SUNVISOR LH,SUNVISOR LH,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-SUNVISOR-LH,Nissan vehicles – KA24 engine - SUNVISOR LH,stock,1,214060.18,38530.83,252591.01,0.00,ready,ready,
518,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine SUNVISOR RH,SUNVISOR RH,Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-SUNVISOR-RH,Nissan vehicles – KA24 engine - SUNVISOR RH,stock,1,196670.95,35400.77,232071.72,0.00,ready,ready,
519,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine JACK COMPL (Jack),JACK COMPL (Jack),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-JACK-COMPL-JACK,Nissan vehicles – KA24 engine - JACK COMPL (Jack),stock,1,765886.53,137859.58,903746.10,0.01,ready,ready,
520,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine ROD ASSY JACK (Jack handle),ROD ASSY JACK (Jack handle),Electrical System,Auto Parts,PC,PCS,ASM-NISSAN-VEHICLES-KA24-ENGINE-ROD-ASSY-JACK-JACK-HANDLE,Nissan vehicles – KA24 engine - ROD ASSY JACK (Jack handle),stock,1,92557.57,16660.36,109217.93,0.00,ready,ready,
521,Nissan vehicles – KA24 engine,Nissan vehicles – KA24 engine Warning triangle,Warning triangle,Electrical System,Auto Parts,Set,Set,ASM-NISSAN-VEHICLES-KA24-ENGINE-WARNING-TRIANGLE,Nissan vehicles – KA24 engine - Warning triangle,stock,1,167741.94,30193.55,197935.49,0.00,ready,ready,
