source_row,vehicle_group,source_full_item_name,source_item_name,system_category,source_item_group,source_unit,normalized_uom,item_code,item_name,catalog_type,stock_item,source_exclusive,source_vat,source_inclusive,vat_arithmetic_delta,price_status,status,review_reason
1047,Ford vehicles – T6,Ford vehicles – T6 Gearbox oil seal,Gearbox oil seal,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-GEARBOX-OIL-SEAL,Ford vehicles – T6 - Gearbox oil seal,stock,1,138581.00,24945.00,163525.00,1.00,ready,ready,
1048,Ford vehicles – T6,Ford vehicles – T6 Release bearing,Release bearing,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-RELEASE-BEARING,Ford vehicles – T6 - Release bearing,stock,1,453520.00,81634.00,535153.00,1.00,ready,ready,
1049,Ford vehicles – T6,Ford vehicles – T6 Sealant ( State brand and Quantity),Sealant ( State brand and Quantity),Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-SEALANT-STATE-BRAND-AND-QUANTITY,Ford vehicles – T6 - Sealant ( State brand and Quantity),stock,1,48387.00,8710.00,57097.00,0.00,ready,ready,
1050,Ford vehicles – T6,Ford vehicles – T6 Gear box Assembly /Complete,Gear box Assembly /Complete,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-GEAR-BOX-ASSEMBLY-COMPLETE,Ford vehicles – T6 - Gear box Assembly /Complete,stock,1,24049918.00,4328985.00,28378904.00,-1.00,ready,ready,
1051,Ford vehicles – T6,Ford vehicles – T6 Gearbox mounting,Gearbox mounting,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-GEARBOX-MOUNTING,Ford vehicles – T6 - Gearbox mounting,stock,1,529806.00,95365.00,625172.00,-1.00,ready,ready,
1052,Ford vehicles – T6,Ford vehicles – T6 Knuckle,Knuckle,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-KNUCKLE,Ford vehicles – T6 - Knuckle,stock,1,1440516.00,259293.00,1699809.00,0.00,ready,ready,
1053,Ford vehicles – T6,Ford vehicles – T6 Slave cylinder,Slave cylinder,Transmission System,Auto Parts,PCS,PCS,,,review,,470829.00,84749.00,555578.00,0.00,ready,review_duplicate_conflict,"Conflicting category, unit, or price variants"
1054,Ford vehicles – T6,Ford vehicles – T6 Master cylinder,Master cylinder,Transmission System,Auto Parts,PCS,PCS,,,review,,511291.00,92032.00,603324.00,-1.00,ready,review_duplicate_conflict,"Conflicting category, unit, or price variants"
1055,Ford vehicles – T6,Ford vehicles – T6 Output shaft,Output shaft,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-OUTPUT-SHAFT,Ford vehicles – T6 - Output shaft,stock,1,1045175.00,188131.00,1233306.00,0.00,ready,ready,
1056,Ford vehicles – T6,Ford vehicles – T6 Propeller shaft complete,Propeller shaft complete,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-PROPELLER-SHAFT-COMPLETE,Ford vehicles – T6 - Propeller shaft complete,stock,1,5551598.00,999288.00,6550886.00,0.00,ready,ready,
1057,Ford vehicles – T6,Ford vehicles – T6 Shift cable,Shift cable,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-SHIFT-CABLE,Ford vehicles – T6 - Shift cable,stock,1,2180379.00,392468.00,2572847.00,0.00,ready,ready,
1058,Ford vehicles – T6,Ford vehicles – T6 Shift knob,Shift knob,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-SHIFT-KNOB,Ford vehicles – T6 - Shift knob,stock,1,471278.00,84830.00,556108.00,0.00,ready,ready,
1059,Ford vehicles – T6,Ford vehicles – T6 Speed reducer,Speed reducer,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-SPEED-REDUCER,Ford vehicles – T6 - Speed reducer,stock,1,4096387.00,737350.00,4833737.00,0.00,ready,ready,
1060,Ford vehicles – T6,Ford vehicles – T6 Speedometer gears,Speedometer gears,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-SPEEDOMETER-GEARS,Ford vehicles – T6 - Speedometer gears,stock,1,4096387.00,737350.00,4833737.00,0.00,ready,ready,
1061,Ford vehicles – T6,Ford vehicles – T6 Transfer case,Transfer case,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-TRANSFER-CASE,Ford vehicles – T6 - Transfer case,stock,1,15400903.00,2772163.00,18173066.00,0.00,ready,ready,
1062,Ford vehicles – T6,Ford vehicles – T6 Transfer gearbox mounting,Transfer gearbox mounting,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-TRANSFER-GEARBOX-MOUNTING,Ford vehicles – T6 - Transfer gearbox mounting,stock,1,529806.00,95365.00,625172.00,-1.00,ready,ready,
1063,Ford vehicles – T6,Ford vehicles – T6 Synchronizer 3rd and 4th,Synchronizer 3rd and 4th,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-SYNCHRONIZER-3RD-AND-4TH,Ford vehicles – T6 - Synchronizer 3rd and 4th,stock,1,2723029.00,490145.00,3213174.00,0.00,ready,ready,
1064,Ford vehicles – T6,Ford vehicles – T6 Synchronizer 1st and 2nd,Synchronizer 1st and 2nd,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-SYNCHRONIZER-1ST-AND-2ND,Ford vehicles – T6 - Synchronizer 1st and 2nd,stock,1,2723029.00,490145.00,3213174.00,0.00,ready,ready,
1065,Ford vehicles – T6,Ford vehicles – T6 Synchroniser,Synchroniser,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-SYNCHRONISER,Ford vehicles – T6 - Synchroniser,stock,1,197481.00,35547.00,233027.00,1.00,ready,ready,
1066,Ford vehicles – T6,Ford vehicles – T6 GEAR - COUNTERSHAFT CLUSTER,GEAR - COUNTERSHAFT CLUSTER,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-GEAR-COUNTERSHAFT-CLUSTER,Ford vehicles – T6 - GEAR - COUNTERSHAFT CLUSTER,stock,1,494094.80,88937.00,583032.00,-0.20,ready,ready,
1067,Ford vehicles – T6,Ford vehicles – T6 GEAR ASY - 1ST AND REVERSE,GEAR ASY - 1ST AND REVERSE,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-GEAR-ASY-1ST-AND-REVERSE,Ford vehicles – T6 - GEAR ASY - 1ST AND REVERSE,stock,1,967733.45,174192.00,1141925.00,0.45,ready,ready,
1068,Ford vehicles – T6,Ford vehicles – T6 GEAR - MAINSHAFT 2ND SPEED,GEAR - MAINSHAFT 2ND SPEED,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-GEAR-MAINSHAFT-2ND-SPEED,Ford vehicles – T6 - GEAR - MAINSHAFT 2ND SPEED,stock,1,1041240.73,187423.00,1228664.00,-0.27,ready,ready,
1069,Ford vehicles – T6,Ford vehicles – T6 NUT,NUT,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-NUT,Ford vehicles – T6 - NUT,stock,1,70022.99,12604.00,82627.00,-0.01,ready,ready,
1070,Ford vehicles – T6,Ford vehicles – T6 STIFFNER ASSY,STIFFNER ASSY,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-STIFFNER-ASSY,Ford vehicles – T6 - STIFFNER ASSY,stock,1,112958.43,20333.00,133291.00,0.43,ready,ready,
1071,Ford vehicles – T6,Ford vehicles – T6 GASKET - OIL PAN,GASKET - OIL PAN,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-GASKET-OIL-PAN,Ford vehicles – T6 - GASKET - OIL PAN,stock,1,312349.74,56223.00,368573.00,-0.26,ready,ready,
1072,Ford vehicles – T6,Ford vehicles – T6 HOSE ASY,HOSE ASY,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-HOSE-ASY,Ford vehicles – T6 - HOSE ASY,stock,1,150611.25,27110.00,177721.00,0.25,ready,ready,
1073,Ford vehicles – T6,Ford vehicles – T6 NUT,NUT,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-NUT,Ford vehicles – T6 - NUT,stock,1,70022.99,12604.00,82627.00,-0.01,ready,collapsed_exact_duplicate,
1074,Ford vehicles – T6,Ford vehicles – T6 SHIELD nozzle washer,SHIELD nozzle washer,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-SHIELD-NOZZLE-WASHER,Ford vehicles – T6 - SHIELD nozzle washer,stock,1,31358.61,5645.00,37003.00,0.61,ready,ready,
1075,Ford vehicles – T6,Ford vehicles – T6 BOLT,BOLT,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-BOLT,Ford vehicles – T6 - BOLT,stock,1,20680.95,3723.00,24404.00,-0.05,ready,ready,
1076,Ford vehicles – T6,Ford vehicles – T6 MANIFOLD ASY - EXHAUST,MANIFOLD ASY - EXHAUST,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-MANIFOLD-ASY-EXHAUST,Ford vehicles – T6 - MANIFOLD ASY - EXHAUST,stock,1,1896240.54,341323.00,2237564.00,-0.46,ready,ready,
1077,Ford vehicles – T6,Ford vehicles – T6 COVER - CYLINDER FRONT,COVER - CYLINDER FRONT,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-COVER-CYLINDER-FRONT,Ford vehicles – T6 - COVER - CYLINDER FRONT,stock,1,1064506.79,191611.00,1256118.00,-0.21,ready,ready,
1078,Ford vehicles – T6,Ford vehicles – T6 Aluminium alloy wheel rim,Aluminium alloy wheel rim,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-ALUMINIUM-ALLOY-WHEEL-RIM,Ford vehicles – T6 - Aluminium alloy wheel rim,stock,1,2691097.00,484397.00,3175494.00,0.00,ready,ready,
1079,Ford vehicles – T6,Ford vehicles – T6 Hub cap and wheel covers,Hub cap and wheel covers,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-HUB-CAP-AND-WHEEL-COVERS,Ford vehicles – T6 - Hub cap and wheel covers,stock,1,210968.00,37974.00,248942.00,0.00,ready,ready,
1080,Ford vehicles – T6,Ford vehicles – T6 Inner and outer rings,Inner and outer rings,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-INNER-AND-OUTER-RINGS,Ford vehicles – T6 - Inner and outer rings,stock,1,59233.00,10662.00,69895.00,0.00,ready,ready,
1081,Ford vehicles – T6,Ford vehicles – T6 Locking nut sets,Locking nut sets,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-LOCKING-NUT-SETS,Ford vehicles – T6 - Locking nut sets,stock,1,452774.00,81499.00,534274.00,-1.00,ready,ready,
1082,Ford vehicles – T6,Ford vehicles – T6 wheel sensor Front,wheel sensor Front,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WHEEL-SENSOR-FRONT,Ford vehicles – T6 - wheel sensor Front,stock,1,327226.00,58901.00,386126.00,1.00,ready,ready,
1083,Ford vehicles – T6,Ford vehicles – T6 Tyres: 265/65R17,Tyres: 265/65R17,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-TYRES-265-65R17,Ford vehicles – T6 - Tyres: 265/65R17,stock,1,886775.00,159620.00,1046395.00,0.00,ready,ready,
1084,Ford vehicles – T6,Ford vehicles – T6 Wheel spanner for Ford T6,Wheel spanner for Ford T6,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WHEEL-SPANNER-FOR-FORD-T6,Ford vehicles – T6 - Wheel spanner for Ford T6,stock,1,452774.00,81499.00,534274.00,-1.00,ready,ready,
1085,Ford vehicles – T6,Ford vehicles – T6 Lockout hub,Lockout hub,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-LOCKOUT-HUB,Ford vehicles – T6 - Lockout hub,stock,1,422323.00,76018.00,498341.00,0.00,ready,ready,
1086,Ford vehicles – T6,Ford vehicles – T6 Jack,Jack,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-JACK,Ford vehicles – T6 - Jack,stock,1,716000.00,128880.00,844880.00,0.00,ready,ready,
1087,Ford vehicles – T6,Ford vehicles – T6 Steel wheel rim,Steel wheel rim,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-STEEL-WHEEL-RIM,Ford vehicles – T6 - Steel wheel rim,stock,1,1057875.00,190418.00,1248293.00,0.00,ready,ready,
1088,Ford vehicles – T6,Ford vehicles – T6 Spare tyre carrier,Spare tyre carrier,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-SPARE-TYRE-CARRIER,Ford vehicles – T6 - Spare tyre carrier,stock,1,822292.00,148013.00,970305.00,0.00,ready,ready,
1089,Ford vehicles – T6,Ford vehicles – T6 Alloy centre caps,Alloy centre caps,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-ALLOY-CENTRE-CAPS,Ford vehicles – T6 - Alloy centre caps,stock,1,178036.00,32046.00,210082.00,0.00,ready,ready,
1090,Ford vehicles – T6,Ford vehicles – T6 wheel nuts,wheel nuts,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WHEEL-NUTS,Ford vehicles – T6 - wheel nuts,stock,1,42839.00,7711.00,50550.00,0.00,ready,ready,
1091,Ford vehicles – T6,Ford vehicles – T6 Wheel stud,Wheel stud,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WHEEL-STUD,Ford vehicles – T6 - Wheel stud,stock,1,46839.00,8431.00,55270.00,0.00,ready,ready,
1092,Ford vehicles – T6,Ford vehicles – T6 Wheel hub bearing - inner,Wheel hub bearing - inner,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WHEEL-HUB-BEARING-INNER,Ford vehicles – T6 - Wheel hub bearing - inner,stock,1,483305.00,86995.00,570300.00,0.00,ready,ready,
1093,Ford vehicles – T6,Ford vehicles – T6 Wheel hub bearing - inner,Wheel hub bearing - inner,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WHEEL-HUB-BEARING-INNER,Ford vehicles – T6 - Wheel hub bearing - inner,stock,1,483305.00,86995.00,570300.00,0.00,ready,collapsed_exact_duplicate,
1094,Ford vehicles – T6,Ford vehicles – T6 Wheel hub bearing - outer,Wheel hub bearing - outer,Transmission System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WHEEL-HUB-BEARING-OUTER,Ford vehicles – T6 - Wheel hub bearing - outer,stock,1,422323.00,76018.00,498341.00,0.00,ready,ready,
1095,Ford vehicles – T6,Ford vehicles – T6 Hose pipe gromet water,Hose pipe gromet water,Air Conditioning System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-HOSE-PIPE-GROMET-WATER,Ford vehicles – T6 - Hose pipe gromet water,stock,1,492971.00,88735.00,581706.00,0.00,ready,ready,
1096,Ford vehicles – T6,Ford vehicles – T6 A/C Compressor,A/C Compressor,Air Conditioning System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-A-C-COMPRESSOR,Ford vehicles – T6 - A/C Compressor,stock,1,2947226.00,530501.00,3477726.00,1.00,ready,ready,
1097,Ford vehicles – T6,Ford vehicles – T6 Vacuump pump,Vacuump pump,Air Conditioning System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-VACUUMP-PUMP,Ford vehicles – T6 - Vacuump pump,stock,1,3482941.00,626929.00,4109871.00,-1.00,ready,ready,
1098,Ford vehicles – T6,Ford vehicles – T6 A/C Condenser,A/C Condenser,Air Conditioning System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-A-C-CONDENSER,Ford vehicles – T6 - A/C Condenser,stock,1,1874098.00,337338.00,2211436.00,0.00,ready,ready,
1099,Ford vehicles – T6,Ford vehicles – T6 A/C Expansion valve,A/C Expansion valve,Air Conditioning System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-A-C-EXPANSION-VALVE,Ford vehicles – T6 - A/C Expansion valve,stock,1,269548.00,48519.00,318067.00,0.00,ready,ready,
1100,Ford vehicles – T6,Ford vehicles – T6 A/C Hose,A/C Hose,Air Conditioning System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-A-C-HOSE,Ford vehicles – T6 - A/C Hose,stock,1,492971.00,88735.00,581706.00,0.00,ready,ready,
1101,Ford vehicles – T6,"Ford vehicles – T6 Pollen, AC Fresh air","Pollen, AC Fresh air",Air Conditioning System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-POLLEN-AC-FRESH-AIR,"Ford vehicles – T6 - Pollen, AC Fresh air",stock,1,231058.00,41590.00,272648.00,0.00,ready,ready,
1102,Ford vehicles – T6,Ford vehicles – T6 A/C evaporators,A/C evaporators,Air Conditioning System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-A-C-EVAPORATORS,Ford vehicles – T6 - A/C evaporators,stock,1,4915771.00,884839.00,5800610.00,0.00,ready,ready,
1103,Ford vehicles – T6,Ford vehicles – T6 A/C Control switch,A/C Control switch,Air Conditioning System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-A-C-CONTROL-SWITCH,Ford vehicles – T6 - A/C Control switch,stock,1,1814839.00,326671.00,2141510.00,0.00,ready,ready,
1104,Ford vehicles – T6,Ford vehicles – T6 A/C Low pressure valve,A/C Low pressure valve,Air Conditioning System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-A-C-LOW-PRESSURE-VALVE,Ford vehicles – T6 - A/C Low pressure valve,stock,1,269548.00,48519.00,318067.00,0.00,ready,ready,
1105,Ford vehicles – T6,Ford vehicles – T6 A/C Refilling/Gas,A/C Refilling/Gas,Air Conditioning System,Auto Parts,KG,Kg,ASM-FORD-VEHICLES-T6-A-C-REFILLING-GAS,Ford vehicles – T6 - A/C Refilling/Gas,stock,1,227.00,41.00,268.00,0.00,ready,ready,
1106,Ford vehicles – T6,Ford vehicles – T6 A/C Regulator switch,A/C Regulator switch,Air Conditioning System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-A-C-REGULATOR-SWITCH,Ford vehicles – T6 - A/C Regulator switch,stock,1,1814839.00,326671.00,2141510.00,0.00,ready,ready,
1107,Ford vehicles – T6,Ford vehicles – T6 Assy STNG Cooling INTERM- A/C Pipe,Assy STNG Cooling INTERM- A/C Pipe,Air Conditioning System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-ASSY-STNG-COOLING-INTERM-A-C-PIPE,Ford vehicles – T6 - Assy STNG Cooling INTERM- A/C Pipe,stock,1,546200.00,98316.00,644516.00,0.00,ready,ready,
1108,Ford vehicles – T6,Ford vehicles – T6 A/C Pipe,A/C Pipe,Air Conditioning System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-A-C-PIPE,Ford vehicles – T6 - A/C Pipe,stock,1,320129.00,57623.00,377752.00,0.00,ready,ready,
1109,Ford vehicles – T6,Ford vehicles – T6 Washer hose,Washer hose,Wiper System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WASHER-HOSE,Ford vehicles – T6 - Washer hose,stock,1,177032.00,31866.00,208898.00,0.00,ready,ready,
1110,Ford vehicles – T6,Ford vehicles – T6 Wiper Arm,Wiper Arm,Wiper System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WIPER-ARM,Ford vehicles – T6 - Wiper Arm,stock,1,413548.00,74439.00,487987.00,0.00,ready,ready,
1111,Ford vehicles – T6,Ford vehicles – T6 Wiper Blade Left,Wiper Blade Left,Wiper System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WIPER-BLADE-LEFT,Ford vehicles – T6 - Wiper Blade Left,stock,1,138129.00,24863.00,162992.00,0.00,ready,ready,
1112,Ford vehicles – T6,Ford vehicles – T6 Wiper levers,Wiper levers,Wiper System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WIPER-LEVERS,Ford vehicles – T6 - Wiper levers,stock,1,413548.00,74439.00,487987.00,0.00,ready,ready,
1113,Ford vehicles – T6,Ford vehicles – T6 Wiper Linkage,Wiper Linkage,Wiper System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WIPER-LINKAGE,Ford vehicles – T6 - Wiper Linkage,stock,1,810710.00,145928.00,956637.00,1.00,ready,ready,
1114,Ford vehicles – T6,Ford vehicles – T6 Wiper motor,Wiper motor,Wiper System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WIPER-MOTOR,Ford vehicles – T6 - Wiper motor,stock,1,1121161.00,201809.00,1322970.00,0.00,ready,ready,
1115,Ford vehicles – T6,Ford vehicles – T6 Alternator brushes,Alternator brushes,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-ALTERNATOR-BRUSHES,Ford vehicles – T6 - Alternator brushes,stock,1,4485032.00,807306.00,5292338.00,0.00,ready,ready,
1116,Ford vehicles – T6,Ford vehicles – T6 Alternator complete,Alternator complete,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-ALTERNATOR-COMPLETE,Ford vehicles – T6 - Alternator complete,stock,1,4485032.00,807306.00,5292338.00,0.00,ready,ready,
1117,Ford vehicles – T6,Ford vehicles – T6 Fog lamps,Fog lamps,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-FOG-LAMPS,Ford vehicles – T6 - Fog lamps,stock,1,491397.00,88452.00,579849.00,0.00,ready,ready,
1118,Ford vehicles – T6,Ford vehicles – T6 Sport lights,Sport lights,Electrical System,Auto Parts,PCS,PCS,,,review,,491397.00,88452.00,579849.00,0.00,ready,review_duplicate_conflict,"Conflicting category, unit, or price variants"
1119,Ford vehicles – T6,Ford vehicles – T6 Electrical fuel pump,Electrical fuel pump,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-ELECTRICAL-FUEL-PUMP,Ford vehicles – T6 - Electrical fuel pump,stock,1,3693816.00,664887.00,4358703.00,0.00,ready,ready,
1120,Ford vehicles – T6,Ford vehicles – T6 Fuse box complete,Fuse box complete,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-FUSE-BOX-COMPLETE,Ford vehicles – T6 - Fuse box complete,stock,1,2605032.00,468906.00,3073938.00,0.00,ready,ready,
1121,Ford vehicles – T6,Ford vehicles – T6 Fuel gauges,Fuel gauges,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-FUEL-GAUGES,Ford vehicles – T6 - Fuel gauges,stock,1,4096387.00,737350.00,4833737.00,0.00,ready,ready,
1122,Ford vehicles – T6,Ford vehicles – T6 Glow plug,Glow plug,Electrical System,Auto Parts,PCS,PCS,,,review,,109924.00,19786.00,129710.00,0.00,ready,review_duplicate_conflict,"Conflicting category, unit, or price variants"
1123,Ford vehicles – T6,Ford vehicles – T6 Door mirror switch,Door mirror switch,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-DOOR-MIRROR-SWITCH,Ford vehicles – T6 - Door mirror switch,stock,1,576215.00,103719.00,679934.00,0.00,ready,ready,
1124,Ford vehicles – T6,Ford vehicles – T6 Door glass switch,Door glass switch,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-DOOR-GLASS-SWITCH,Ford vehicles – T6 - Door glass switch,stock,1,804073.00,144733.00,948806.00,0.00,ready,ready,
1125,Ford vehicles – T6,Ford vehicles – T6 Window motors,Window motors,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WINDOW-MOTORS,Ford vehicles – T6 - Window motors,stock,1,2104375.00,378788.00,2483163.00,0.00,ready,ready,
1126,Ford vehicles – T6,Ford vehicles – T6 Window regulators,Window regulators,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WINDOW-REGULATORS,Ford vehicles – T6 - Window regulators,stock,1,2104375.00,378788.00,2483163.00,0.00,ready,ready,
1127,Ford vehicles – T6,Ford vehicles – T6 LAMP,LAMP,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-LAMP,Ford vehicles – T6 - LAMP,stock,1,4897677.00,881582.00,5779259.00,0.00,ready,ready,
1128,Ford vehicles – T6,Ford vehicles – T6 Wiper motor relays,Wiper motor relays,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-WIPER-MOTOR-RELAYS,Ford vehicles – T6 - Wiper motor relays,stock,1,1121161.00,201809.00,1322970.00,0.00,ready,ready,
1129,Ford vehicles – T6,Ford vehicles – T6 Headlamp relays,Headlamp relays,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-HEADLAMP-RELAYS,Ford vehicles – T6 - Headlamp relays,stock,1,387097.00,69677.00,456774.00,0.00,ready,ready,
1130,Ford vehicles – T6,Ford vehicles – T6 Heater relay,Heater relay,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-HEATER-RELAY,Ford vehicles – T6 - Heater relay,stock,1,876516.00,157773.00,1034289.00,0.00,ready,ready,
1131,Ford vehicles – T6,Ford vehicles – T6 Electrical window master switches,Electrical window master switches,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-ELECTRICAL-WINDOW-MASTER-SWITCHES,Ford vehicles – T6 - Electrical window master switches,stock,1,1656774.00,298219.00,1954994.00,-1.00,ready,ready,
1132,Ford vehicles – T6,Ford vehicles – T6 Single Switch,Single Switch,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-SINGLE-SWITCH,Ford vehicles – T6 - Single Switch,stock,1,804073.00,144733.00,948806.00,0.00,ready,ready,
1133,Ford vehicles – T6,Ford vehicles – T6 Head lamp switches,Head lamp switches,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-HEAD-LAMP-SWITCHES,Ford vehicles – T6 - Head lamp switches,stock,1,500000.00,90000.00,590000.00,0.00,ready,ready,
1134,Ford vehicles – T6,Ford vehicles – T6 Number plate lamps,Number plate lamps,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-NUMBER-PLATE-LAMPS,Ford vehicles – T6 - Number plate lamps,stock,1,11000.00,1980.00,12980.00,0.00,ready,ready,
1135,Ford vehicles – T6,Ford vehicles – T6 Heater blower motors,Heater blower motors,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-HEATER-BLOWER-MOTORS,Ford vehicles – T6 - Heater blower motors,stock,1,993290.00,178792.00,1172083.00,-1.00,ready,ready,
1136,Ford vehicles – T6,Ford vehicles – T6 Heater control valves,Heater control valves,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-HEATER-CONTROL-VALVES,Ford vehicles – T6 - Heater control valves,stock,1,1035226.00,186341.00,1221566.00,1.00,ready,ready,
1137,Ford vehicles – T6,Ford vehicles – T6 Battery Din 80,Battery Din 80,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-BATTERY-DIN-80,Ford vehicles – T6 - Battery Din 80,stock,1,1040000.00,187200.00,1227200.00,0.00,ready,ready,
1138,Ford vehicles – T6,Ford vehicles – T6 Battery N45,Battery N45,Electrical System,Auto Parts,PCS,PCS,ASM-FORD-VEHICLES-T6-BATTERY-N45,Ford vehicles – T6 - Battery N45,stock,1,581613.00,104690.00,686303.00,0.00,ready,ready,
